avg_backers_per_pledge_tier,avg_pledge_amount_per_backer,campaign_end_date,campaign_start_date,category,city,description,description_length,dict_pledge_tier_backer,featured_project,full_desc_len,funding_currency,funding_goal,funding_percentage,funding_raised,num_backers,num_comments,num_created_by_owner,num_faqs,num_pledge_backers,num_pledge_tiers,num_updates,owner,project_img,project_video,state,status,title
0.0,1.0,2019-05-14,2019-04-29,Graphic Design,Limerick,"When Someone Saw Your Company Logo, He is Actually Saw Your Company's Face. The First Impression of Your Company Came From Your Logo.",133,"{25: 0, 50: 0, 75: 0, 100: 0, 125: 0, 200: 0, 250: 0}",0,1763,€,300,0.33,1,1,0,2,0,0,8,0,Mohammed Nazrul Islam,1,0,Ireland,Cancelled by Creator,A Logo Reflects Your Company. Let's Make Some Great Logos.
0.75,22.25,2019-05-06,2019-04-06,Graphic Design,New York,"The First 18"" x 12"" Scratch Off Poster designed for marathon lovers. Run and scratch off your marathon bucket list.",115,"{16: 0, 29: 3, 48: 0, 80: 0}",0,3747,$,1200,7.42,89,4,0,First created,0,3,4,0,Nomnu,1,0,NY,Cancelled by Creator,Top 25 Marathons Scratch Off Poster by Nomnu
0.0,1.0,2019-05-17,2019-03-18,Pop,Cologne,"Wir wollen wieder ein Benefizkonzert organisieren! Dieses Mal im Raum Frechen/Köln unter dem Titel „SHOWTIME- from Movies to Musical""",133,"{15: 0, 25: 0, 200: 0}",0,1407,€,3000,0.03,1,1,0,First created,0,0,3,0,Sascha²,1,0,Germany,Cancelled by Creator,Benefizkonzert SHOWTIME- from Movies to Musicals
0.33,265.5,2019-05-06,2019-04-06,Crafts,Antwerp,"Steel/Wood design furniture and Industrial machining, welding and milling.",74,"{100: 0, 250: 0, 500: 1}",0,1121,€,150000,0.35,531,2,0,2,2,1,3,4,MR Metals,4,1,Belgium,Cancelled by Creator,MR Metals is creating a new line of Steel/Wood designs.
0.12,107.5,2019-05-06,2019-05-02,Tabletop Games,Hong Kong,"Card game for you to experience Empire Development, Being a Kingdom Leaders, Despicable Plans and Kingdom Destruction.",118,"{10: 0, 200: 0, 275: 0, 320: 1, 400: 0, 700: 0, 1: 0, 2: 0}",0,1580,HK$,300,143.33,430,4,3,First created,0,1,8,0,Player11,31,1,Hong Kong,Cancelled by Kickstarter,Devil Ring - Age Of The War
0.0,1.0,2019-05-06,2019-03-07,Movie Theaters,Peoria,We are looking to shoot this film starting this May.,52,{500: 0},0,429,$,75000,0.0,1,1,1,First created,0,0,1,0,Andre'ic Morris,1,1,IL,Cancelled by Creator,Cheat: A Broken Promise The Movie
0.0,1.0,2019-05-06,2019-04-16,Film & Video,Orange,A vignette of a single Filipino mother raising her son in America.,66,"{10: 0, 50: 0, 100: 0, 300: 0, 500: 0}",0,6755,$,1000,0.1,1,1,0,First created,0,0,5,0,Alison McPherson,2,1,CA,Cancelled by Creator,On Mommas
0.89,98.11,2019-05-06,2019-04-15,Playing Cards,Warsaw,Exclusive playing cards made of aerospace composite,51,"{9: 1, 89: 3, 149: 3, 159: 1, 229: 0, 269: 0, 379: 0}",0,1688,€,18000,4.91,883,9,0,2,0,8,9,0,Roman,15,3,Poland,Cancelled by Creator,Carbon Fiber Playing Cards
0.2,170.33,2019-05-06,2019-04-01,Design,Sydney,"Parisian inspired luxury. Great gift for your family, friends and yourself.",75,"{150: 0, 160: 0, 200: 1, 220: 0, 250: 0, 260: 1, 270: 0, 280: 0, 350: 0, 375: 0}",0,3660,$,5000,10.22,511,3,0,2,0,2,10,3,Amour En Fleurs,1,0,AU,Cancelled by Creator,Amour En Fleurs - roses that last a year
0.25,27.5,2019-05-07,2019-04-04,Crafts,Singapore,"I am creating a 3-in-1 Leather Strap that serves as a camera strap, a wallet and a bag strap.",93,"{2: 0, 30: 0, 50: 1, 160: 0}",0,2220,$,5000,1.1,55,2,0,First created,0,1,4,0,Ing Ing,19,1,Singapore,Cancelled by Creator,3-in-1 Leather Strap
1.33,58.6,2019-05-06,2019-04-03,Product Design,Winston-Salem,We combined dry shampoo with a unique dispensing mechanism to leave your hair looking fresh and clean with a couple simple swipes!,130,"{1: 0, 10: 1, 35: 0, 55: 3, 100: 4, 5: 0}",0,1672,$,50000,1.17,586,10,0,First created,0,8,6,0,Milou Hair,6,1,NC,Cancelled by Creator,Milou Launches World's First 2-in-1 Dry Shampoo Hairbrush
0.62,40.17,2019-05-08,2019-04-06,Publishing,Shenzhen,The hustler and entrepreneurs guide to doing business in China.,63,"{2: 0, 5: 0, 10: 2, 25: 0, 40: 1, 50: 0, 55: 0, 75: 2}",0,4693,$,25000,0.96,241,6,4,First created,0,5,8,2,Mr.China,0,1,China,Cancelled by Creator,How to Make Money in China
0.17,125.0,2019-05-06,2019-05-02,Pottery,Halifax,"AMAZING! Your custom MeMini Elfie is a one of a kind memento or special gift.  Carved from your photo, by hand. Elf  or non elf style.",134,"{25: 0, 55: 0, 80: 0, 85: 0, 150: 0, 200: 1}",0,961,$,500,50.0,250,2,0,3,0,1,6,0,Raph R,1,0,Canada,Cancelled by Creator,MeMini Elfie
8.33,67.41,2019-05-06,2019-04-06,Drama,Los Angeles,A USC MFA narrative thesis film following a mother & daughter to U.S. border as they try to survive Mexico's infamous Route of Death.,133,"{10: 15, 25: 28, 50: 11, 100: 17, 250: 1, 500: 2, 1: 1, 2: 0, 5: 0}",0,347,$,40000,16.18,6471,96,0,2,0,75,9,7,Star Victoria,1,0,CA,Cancelled by Creator,La Ruta
5.78,600.63,2019-05-07,2019-03-28,Gadgets,Los Angeles,"LiONCooler, the first smart controlled portable solar fridge-freezer.",69,"{539: 7, 559: 0, 569: 9, 579: 0, 589: 25, 599: 11, 609: 0, 619: 0}",0,1300,$,10000,342.36,34236,57,37,3,0,52,9,2,LiONCooler,63,3,CA,Cancelled by Kickstarter,LiONCooler | The Wolrd’s Smartest Portable Solar Freezer
0.3,12.2,2019-05-18,2019-04-17,Pop,Provo,"I'm going to record, mix, and release a song a day from my bedroom until my goal is met! Help me fund my EP ""Lonely on Purpose""",127,"{5: 1, 15: 2, 30: 0, 50: 0, 100: 0, 150: 0, 200: 0, 250: 0, 2: 0}",0,432,$,7500,0.81,61,5,0,2,0,3,10,0,Paul Bunker,1,0,UT,Cancelled by Creator,Bunker's Debut EP: Lonely on Purpose
5.0,107.19,2019-05-07,2019-04-16,Playing Cards,Frankfurt,A second edition and new expansions for the Aventuria Adventure Card Game based on the fantastic setting of The Dark Eye.,121,"{50: 1, 70: 6, 120: 2, 140: 11}",0,8486,€,10000,22.51,2251,21,1,10,0,20,4,1,Ulisses Spiele,23,1,Germany,Cancelled by Creator,Aventuria - Inn of the Black Boar
0.0,0,2019-05-18,2019-04-03,Classical Music,London,I have all the musicians ready+a world famous jazz musician ready to play on my track! Everything is recorded in 3D using binaural mics,135,"{10: 0, 20: 0, 180: 0}",0,2358,£,2200,0.0,0,0,0,2,0,0,3,0,A.L.360,0,1,UK,Cancelled by Creator,I am trying to create an orchestra and I need your help!
0.6,9.62,2019-05-07,2019-04-07,Video Games,España,"A VR extremely dynamic Action Game with Parkour, puzzles and bullet hell mechanics",82,"{5: 4, 20: 1, 30: 1, 50: 0, 65: 0, 80: 0, 100: 0, 300: 0, 500: 0, 1: 0}",0,2074,€,30000,0.26,77,8,0,2,2,6,10,3,Squirrel Bytes,31,1,Spain,Cancelled by Creator,HeyOwO
0.4,26.5,2019-05-18,2019-04-08,Apps,Munich,Let others complete your daily tasks and focus on the important things,70,"{15: 0, 25: 0, 50: 2, 100: 0, 500: 0}",0,2812,€,8000,1.32,106,4,0,First created,0,2,5,1,Icebach Media,3,1,Germany,Cancelled by Creator,Buddyler - The butler app for everyone-
0.0,1.0,2019-05-18,2019-04-03,Animation,Massillon,A revolutionary animated cartoon movie that will inspire children to spread kindness while they complete TOP SECRET missions for Santa.,135,"{10: 0, 35: 0, 65: 0, 100: 0, 200: 0, 1: 0}",0,2858,$,3000,0.03,1,1,0,First created,0,0,6,0,Rebecca Yee-Peters,7,1,OH,Cancelled by Creator,Mission Fat Hearts
9.33,314.74,2019-05-18,2019-04-17,Pottery,Hong Kong,The Elegant Portable Travel Tea Set Comes With Patented One Pot / Two cup Structure and Design.,95,"{10: 0, 228: 53, 283: 0, 502: 1, 942: 2, 1: 0}",0,4470,HK$,2000,897.0,17940,57,5,First created,0,56,6,1,Tsang Ng,17,1,Hong Kong,Cancelled by Kickstarter,MOGO- Luxuriant and Elegant Portable Travel Tea Set
0.0,1.0,2019-05-18,2019-03-19,Hip-Hop,Grand Haven,Music Production and Mixing,27,"{5: 0, 10: 0, 25: 0, 100: 0}",0,468,$,500,0.2,1,1,0,First created,0,0,4,0,Damon Rain,1,0,MI,Cancelled by Creator,Help me up my production!
0.29,8.67,2019-05-18,2019-04-18,Fiction,Tupelo,"A novel exploring mass shootings, mental health, and the people who are left to pick up the pieces.",99,"{1: 0, 5: 1, 15: 1, 25: 0, 40: 0, 150: 0}",0,1652,$,35000,0.07,26,3,0,First created,0,2,7,0,A.J Stark,1,0,MS,Cancelled by Creator,Are We Okay?
0.0,1.0,2019-05-19,2019-03-20,Apps,Tel Aviv-Yafo,Top app world wide - Dating & Eating platform based on your career,66,{1: 0},0,486,$,100000,0.0,1,1,0,1,0,0,1,0,Lior Lev.,1,0,Israel,Cancelled by Creator,A new worldwide dating app - Top
0.0,1.0,2019-05-18,2019-04-08,Apps,Orlando,Show and improve your skills using challenges and be rated by an audience. Use videos and pictures to show your talents to the world.,133,"{10: 0, 50: 0, 70: 0, 100: 0, 150: 0}",0,0,$,75000,0.0,1,1,0,First created,0,0,5,0,Daretake,4,1,FL,Cancelled by Creator,Daretake: The app who shows what you are best at.
0.0,3.0,2019-05-17,2019-03-18,Narrative Film,Duluth,"I share others stories and tell my own of personal struggles, addictions and mental health problems, I really think i've found my niche",135,"{25: 0, 50: 0}",0,2174,$,2500,0.24,6,2,0,First created,0,0,2,0,Wide Open Realism,1,1,MN,Cancelled by Creator,"Wide Open Realism: Some Real stories, some for entertainment"
25.2,78.74,2019-05-19,2019-03-20,Gadgets,Los Angeles,2- in-1 cord-free power station & lamp | Apple Watch Series 1/2/3/4 | AirPods |  Qi-enabled smartphones | USB output |wireless charging,135,"{59: 100, 69: 9, 128: 13, 177: 4, 295: 0}",0,4194,$,5000,204.72,10236,130,4,First created,0,126,5,0,ToQi Base,32,1,CA,Cancelled by Kickstarter,ToQi Base: Best Qi wireless Charging Dock at Smart LED Lamp
0.5,10.5,2019-05-19,2019-03-20,Art Books,Cardiff,Your name here,14,"{15: 1, 25: 0}",0,242,£,50000,0.04,21,2,0,2,0,1,2,1,Gwion Prydderch,1,0,UK,Cancelled by Creator,This book is funded by...
0.25,50.5,2019-05-19,2019-04-04,Software,Denver,STUPr is an innovative platform that engages and connects people with resources across the globe.,97,"{10: 0, 25: 1, 500: 0, 1: 0}",0,346,$,10000,1.01,101,2,0,First created,4,1,4,0,Michael Heavens,1,1,CO,Cancelled by Creator,STUPr Fundraising Campaign
2.1,26.92,2019-06-07,2019-04-23,Comic Books,Lansing,The Man of Super-Faith Returns! It's CHRISTIAN FLAGG Issues 2 and 3!,68,"{5: 1, 10: 6, 15: 1, 20: 3, 25: 0, 30: 3, 35: 2, 45: 1, 55: 4, 125: 0}",0,755,$,5890,10.97,646,24,0,6,0,21,10,0,D. D. MILLER,18,1,MI,Cancelled by Creator,CHRISTIAN FLAGG ISSUES 2 & 3
8.67,19.05,2019-05-19,2019-04-09,Children's Books,Birmingham,A children's rhyming story about a seahorse who finds his own amazing. It encourages children to believe in themselves and to be proud!,135,"{5: 0, 6: 3, 9: 3, 12: 60, 20: 10, 100: 2, 120: 0, 170: 0}",0,3298,£,7000,21.77,1524,80,6,3,0,78,9,0,Natalie Pritchard,4,1,UK,Cancelled by Creator,Sully the Seahorse - a book about self-esteem and confidence
0.7,31.67,2019-05-19,2019-03-20,Tabletop Games,Lakeland,"""Monk's Miniatures: First Set"" is a selection of models for tabletop gaming I designed in Blender and test printed on an Ender 3 Pro.",133,"{1: 3, 5: 0, 15: 2, 30: 0, 50: 0, 80: 0, 100: 2, 120: 0, 200: 0, 250: 0}",0,961,$,100,285.0,285,9,1,First created,6,7,10,19,Hunter Andrew Monk,1,0,FL,Cancelled by Creator,Monk's Miniatures: First Set
0.17,70.0,2019-05-18,2019-03-19,Footwear,Vancouver,"Faruk Sagin creations presented to your liking by a qualified designer group, 
• The design line combining classical and modern styles.",135,"{10: 0, 15: 0, 139: 1, 164: 0, 179: 0, 299: 0}",0,211,$,50000,0.28,140,2,0,2,5,1,6,1,Faruk Sagin Canada,15,12,Canada,Cancelled by Creator,The World's Most Design Shoe
0.84,35.34,2019-05-16,2019-04-16,Video Games,Murcia,"ADOME is an action, platformer and first-person exploration adventure with a carefully crafted storyline.",105,"{1: 2, 15: 8, 20: 15, 30: 4, 40: 1, 50: 1, 70: 1, 120: 3, 140: 2, 200: 0, 250: 0, 300: 0, 400: 0, 500: 0, 2: 0}",0,6712,$,50000,2.69,1343,38,0,First created,9,37,44,4,Timsea Studios,51,1,Spain,Cancelled by Creator,"Adome: Action, platformer and exploration adventure."
0.2,4.0,2019-06-08,2019-04-09,Video Games,Lakeland,This kickstarter is a collection of fan made replica models of iconic objects from Bioware's Dragon Age series. This is not sponsored.,134,"{1: 1, 60: 0, 500: 0}",0,983,$,500,2.4,12,3,0,First created,0,1,5,3,Madalyn Monk,5,1,FL,Cancelled by Creator,Fan Art Dragon Age Props
1.33,37.0,2019-05-16,2019-04-01,Technology,Scottsdale,The electronic insulin pen cooler,33,"{5: 2, 75: 0, 85: 2}",0,6322,$,75000,0.3,222,6,1,First created,0,4,3,1,Sofia Fragou,16,1,AZ,Cancelled by Creator,Cool-ins
0.0,13.0,2019-05-16,2019-04-01,Live Games,Shelbyville,The Shield! A Football safety device that protects the players from injury & possibly eliminating a penalty all together!,121,"{50: 0, 150: 0, 1: 0}",0,869,$,50000,0.05,26,2,0,First created,0,0,3,3,Christopher Bell,1,0,TN,Cancelled by Creator,The SHIELD
0.0,10.0,2019-05-16,2019-04-15,Product Design,Hong Kong,It's a ROCKET!...and a CAR! A revolutionary new concept in Remote Controlled (RC) Car and Track sets....It's Never Been Done Before!,132,{1: 0},0,1305,HK$,750000,0.0,10,1,0,First created,0,0,3,0,Smartrtoys Ltd,3,1,Hong Kong,Cancelled by Creator,RC Toy Car - Races Up Against Gravity and Floor Racing Too!
0.88,114.55,2019-05-14,2019-03-15,Apparel,Brooklyn,A stylish and innovative line of branded clothing with features nonexistent on the market today.,96,"{1: 0, 25: 2, 100: 3, 180: 0, 250: 1, 299: 1, 599: 0, 999: 0}",0,6536,$,50000,2.52,1260,11,1,First created,0,7,8,0,Rybak Riding Gear & Apparel,19,1,NY,Cancelled by Creator,Rybak Riding Gear & Apparel: most versatile gear you can get
0.0,1.0,2019-06-09,2019-04-10,Video Games,Hartford,"Making Ione and the Heroes of Light, a game made in RPG Maker MV.",65,{1: 0},0,1361,$,75000,0.0,1,1,0,2,0,0,1,1,Cody Guli,0,1,CT,Cancelled by Creator,Project Ione (Creating Ione and The Heroes of Light)
0.5,10.5,2019-05-19,2019-03-20,Children's Books,Baltimore,An inspirational children's book of affirmation of whom they are in Christ. Teaching them to speak in confidence who they are.,126,"{1: 0, 15: 1}",0,1315,$,3900,0.54,21,2,0,1,0,1,2,1,Tia Hennigan,1,1,MD,Cancelled by Creator,Eleanor The Unicorn: Who Does God Say I am
1.2,262.57,2019-05-16,2019-03-17,Product Design,Richardson,A simple unobtrusive and very effective product that would protect consumers from the theft of unattended packages and porch pirates.,133,"{5: 2, 50: 0, 99: 3, 500: 0, 1: 1}",0,5888,$,65000,2.83,1838,7,0,First created,0,6,5,0,Mohsen Sadeghi,1,1,TX,Cancelled by Creator,"Package theft is on the rise, Don't be the next victim"
2.0,26.33,2019-05-16,2019-04-23,Technology,Portland,"Brand-new Artificial Intelligence Engine. Learns your way of work. Then organizes your photos/any files, helps you FIND them instantly!",135,{39: 2},0,83,$,4980,1.59,79,3,3,16,0,2,1,0,Alex PrimeHD,1,0,OR,Cancelled by Creator,DataBoss v2.6 - the Ai edition
2.0,8.71,2019-05-16,2019-04-16,Puzzles,Montreal,lego puzzles,12,"{10: 6, 100: 0, 600: 0}",0,1119,$,10000,0.61,61,7,2,2,0,6,3,0,Louis-Philippe Bertrand,0,1,Canada,Cancelled by Creator,LEGO® PUZZLES
1.62,140.48,2019-05-17,2019-04-17,Design,Geneva,Affordable unrestrained wall-art to encourage people to think out of the box!,77,"{15: 0, 30: 4, 89: 1, 103: 5, 107: 1, 111: 0, 119: 0, 125: 4, 143: 0, 209: 1, 250: 5}",0,679,$,120000,2.69,3231,23,2,First created,4,21,13,0,Talia et David Bally,0,1,Switzerland,Cancelled by Creator,FUNKY FRAMES: WHEN ART POPS OUT OF ITS FRAME!
49.75,39.19,2019-05-20,2019-04-29,Tabletop Games,Longview,"Design complexes, impress ambassadors, and secure your city's growth in this neighbor-scoring tile-laying game for 1-4 players.",127,"{1: 89, 39: 6, 59: 103, 100: 1}",0,0,$,25000,32.14,8034,205,35,7,3,199,4,3,Big Kid Games,26,1,TX,Cancelled by Creator,Complexcity
0.5,33.0,2019-06-08,2019-04-09,Food,Summit,Goldrim Coffee Roastery is a neighborhood high-quality cafe offering specialty drinks and crafted gourmet food items.,117,"{5: 0, 10: 0, 15: 0, 25: 3, 50: 0, 100: 1, 500: 0, 1: 0}",0,743,$,45000,0.51,231,7,0,First created,0,4,8,0,Alexia,1,0,NJ,Cancelled by Creator,Goldrim Coffee Roastery
3.14,25.4,2019-05-17,2019-04-17,Games,Rennes,A boardgame with Monster Blobs - Un jeu de plateau avec des Monster Blobs,73,"{9: 2, 10: 2, 19: 11, 28: 4, 36: 3, 52: 0}",0,3622,€,3200,19.84,635,25,4,5,0,22,7,2,Golem Miniatures,1,0,France,Cancelled by Creator,Monster Blobs game - Le jeu des Monster Blobs
5.31,683.99,2019-05-17,2019-04-17,Design,Singapore,"An elegant diver timepiece heavily inspired by the ships of the Singapore Navy that protect Singapore's waters day in, day out.",127,"{2: 3, 637: 19, 679: 41, 838: 3, 879: 3, 1: 0, 3: 0}",0,5634,$,80000,60.7,48563,71,54,2,0,69,13,2,Arcturus Watches,48,2,Singapore,Cancelled by Creator,Arcturus Sovereignty - Swiss Automatic Movement Timepiece
93.75,109.21,2019-05-17,2019-03-18,Gadgets,Los Angeles,"3-Battery Power Station4 USB ports, Qi wireless charging, 3 charging slots and removable power banks all in one!",112,"{89: 349, 99: 10, 178: 15, 445: 1}",0,3214,$,5000,832.16,41608,381,68,First created,0,375,4,2,VH TEAM,29,1,CA,Cancelled by Kickstarter,YU: The perfect multi-device charging dock and organizer
3.9,35.48,2019-06-10,2019-04-11,Product Design,Huntington Beach,"The Key Ring Re-Invented - GO-Ring2 Key Clip Makes changing keys a snap, and Clips to almost anything!",102,"{24: 14, 32: 3, 34: 12, 42: 5, 52: 2, 62: 1, 70: 0, 82: 1, 90: 0, 120: 1}",0,2106,$,999,142.04,1419,40,10,20,0,39,10,1,Creative TV llc,17,2,CA,Cancelled by Creator,"GO-Ring2 TWIN Push Button Key Clip, Saves your fingernails!"
8.64,459.88,2019-05-17,2019-04-01,Hardware,Beijing,OE Mars One is a revolutionary multi-room capacity 360°  Wireless HiFi speaker that assures 360° surround sound throughout your home.,133,"{1: 20, 299: 10, 349: 0, 499: 63, 549: 0, 589: 0, 599: 0, 789: 2}",0,8421,$,10000,450.68,45068,98,13,First created,0,95,11,1,OE,46,1,China,Cancelled by Kickstarter,OE Mars One - 360° Speaker
0.05,65.75,2019-06-12,2019-04-13,Product Design,Milan,An alternative way for creating with wood,41,"{5: 0, 8: 1, 10: 0, 15: 0, 30: 0, 40: 0, 50: 0, 60: 0, 70: 0, 80: 0, 100: 0, 120: 0, 150: 0, 200: 1, 250: 0, 300: 0, 500: 0, 650: 0, 750: 0, 1: 0}",0,2148,€,70000,0.38,263,4,3,First created,0,2,38,0,TOTEM ITALIA,16,1,Italy,Cancelled by Creator,the TOTEM system
1.33,33.2,2019-06-12,2019-04-15,Vegan,Chicago,"A vegan subscription snack box that is sent out monthly, available in 3 different sizes.",88,"{30: 3, 50: 0, 70: 1}",0,622,$,50000,0.33,166,5,0,First created,0,4,3,0,VeganlyBox,1,0,IL,Cancelled by Creator,VeganlyBox
0.67,259.83,2019-05-07,2019-04-02,Comic Books,Norrköping,"A manga inspired cyberpunk, action and drama comic.",51,"{10: 0, 100: 1, 150: 2, 250: 0, 1: 1}",0,4358,kr,200000,0.78,1559,6,0,First created,0,4,6,0,Mattias Wedin,19,1,Sweden,Cancelled by Creator,TWINS: The Origin Story
0.0,1.0,2019-06-12,2019-04-13,Tabletop Games,Fairmont,"Huck Hopper is the coolest new table top game for 2019.
Try to stay out of the swamp if you can folks!",103,"{1: 0, 3: 0, 5: 0, 7: 0, 13: 0, 29: 0, 35: 0, 50: 0}",0,1411,$,10000,0.01,1,1,0,6,0,0,13,0,Jesse Gerken,1,1,WV,Cancelled by Creator,Huck Hopper (featured on season 2 Toybox)
0.29,22.17,2019-06-15,2019-04-16,Apparel,San Antonio,"A series of NBA shirts and shorts. All clothing will be designed and created by myself, featuring all 30 NBA teams in our products.",131,"{1: 0, 10: 0, 15: 0, 20: 1, 30: 3, 32: 0, 40: 0, 55: 0, 65: 0, 75: 0, 100: 0}",0,1308,$,5000,2.66,133,6,0,2,0,4,14,0,Vince Dragon Reynosa,1,0,TX,Cancelled by Creator,Ninety4Feet x NBA Custom Shorts & Tees
0.0,1.0,2019-05-17,2019-04-02,Video Games,Kelso,Turn based strategic combat as an armor division commander where levels use random units and treacherous landscapes to test your skills,135,"{6: 0, 12: 0, 15: 0, 25: 0}",0,3935,$,20000,0.01,1,1,0,First created,0,0,7,1,Glenn Soderquist,12,1,WA,Cancelled by Creator,Armorgeddon Turn Based Strategy
0.0,0,2019-06-15,2019-04-28,Apparel,Watford,"A Clothing Line Based On Love raising awareness on the environment crisis, ethnic unity, animals endangerment, mental health, LGBT.",131,{1: 0},0,1216,£,5000,0.0,0,0,0,First created,0,0,1,0,Krystian Micek,1,0,UK,Cancelled by Creator,Loveline Clothing - Reshaping Our World
0.67,20.33,2019-06-16,2019-04-17,Video Games,San Diego,A ray traced Americanized (multi cultural) Anime styled Action Role playing part dating sim and hack and slash shooter multi-choice sty,135,"{5: 1, 50: 1, 145: 0}",0,896,$,4000,1.52,61,3,0,2,0,2,3,3,Mike,1,0,CA,Cancelled by Creator,A truly first time: adventures smiling with hope
1.4,59.55,2019-05-19,2019-03-20,Tabletop Games,Visalia,"A collaborative, role-playing, card and dice game.",50,"{1: 1, 5: 0, 100: 4, 125: 2, 250: 0}",0,3215,$,7000,9.36,655,11,27,2,0,7,5,4,Robert Jasso,7,1,CA,Cancelled by Creator,One Way Out
90.8,83.97,2019-05-20,2019-03-21,Wearables,Houston,6-hr Play Time | Open-Ear Audio | Bluetooth 5.0 | One Click Control | Adaptable Frame | Replaceable Lens,104,"{10: 4, 69: 300, 79: 82, 129: 67, 149: 1}",0,2674,$,5000,770.84,38542,459,97,First created,4,454,5,2,Mutrics,39,1,TX,Cancelled by Kickstarter,"Mutrics: Stylish Smart Sunglasses with Surround Sound, $69"
0.0,1.0,2019-06-12,2019-04-13,Publishing,Hattiesburg,My book proving Apostle Paul was a fraud and why it was aloud.,62,"{5: 0, 10: 0}",0,34315,$,1000,0.1,1,1,0,2,0,0,2,0,Nathan sumrall,1,0,MS,Cancelled by Creator,Jesus don't want me for a Sunbeam
0.0,1.0,2019-05-20,2019-04-17,Digital Art,Nashville,Unique charms made into pins to bring you luck and magick.,58,"{3: 0, 8: 0, 15: 0, 20: 0}",0,1915,$,300,0.33,1,1,0,3,0,0,4,0,Fernweh Freya,0,1,TN,Cancelled by Creator,Magick Charms! A unique witchy pin Kickstarter
